pangkat,pend_terakhir,thn_pengangkatan,usia_asn,masa_kerja
IV/a,D3,1986,59,37
IV/a,D3,1991,58,32
IV/a,S1,1990,56,33
IV/a,D3,1991,57,32
IV/a,D3,1991,57,32
IV/a,D3,1989,55,34
IV/a,S1,1994,58,29
IV/a,D3,1987,59,36
IV/a,S1,1994,59,29
IV/a,S1,1994,57,29
IV/a,S1,2006,42,17
IV/a,S1,1994,59,29
IV/a,D3,1987,59,36
IV/a,S1,1991,58,32
IV/a,S1,1991,57,32
IV/a,S1,1994,58,29
IV/a,S1,1993,58,30
IV/a,S1,1992,59,31
IV/a,S1,1993,56,30
IV/a,S1,1987,57,36
IV/a,S1,1991,58,32
IV/a,S1,1992,57,31
IV/a,S1,1994,56,29
IV/a,S1,1994,56,29
IV/a,S1,1993,58,30
IV/a,S1,1992,55,31
IV/a,S1,1993,58,30
IV/a,S1,1991,60,32
IV/a,S1,1999,57,24
IV/a,S1,1993,60,30
IV/a,S1,1993,59,30
IV/a,S1,1991,59,32
IV/a,S1,1994,57,29
IV/a,S1,1998,60,25
IV/a,S1,1991,58,32
IV/a,S1,1991,59,32
IV/a,S1,1993,59,30
IV/a,S1,1993,57,30
IV/a,S1,1991,58,32
IV/a,S1,2002,57,21
IV/a,S1,1998,55,25
IV/a,S1,1990,60,33
IV/a,S1,1983,60,40
IV/a,S1,1998,52,25
IV/a,S1,1999,52,24
IV/a,S1,1998,51,25
IV/a,S1,1993,58,30
IV/a,S1,1988,59,35
IV/a,S1,1987,59,36
IV/a,S1,1990,57,33
IV/a,S1,1998,57,25
IV/a,S1,1997,59,26
IV/a,S1,1995,61,28
IV/a,S1,1997,56,26
IV/a,S1,1993,57,30
IV/a,S1,1993,50,30
IV/a,S1,1991,53,32
IV/a,S1,1993,51,30
IV/a,D3,1987,61,36
IV/a,D3,1987,61,36
IV/a,D3,1988,60,35
IV/a,D3,1992,55,31
IV/a,S1,2000,49,23
IV/a,S1,2000,52,23
IV/a,S1,2006,51,17
IV/a,S1,2002,55,21
IV/a,S1,1997,53,26
IV/a,S1,1999,55,24
IV/a,S1,1987,59,36
IV/a,S1,2006,51,17
IV/a,S1,1994,55,29
IV/a,S1,1997,52,26
IV/a,S1,1998,56,25
IV/a,S1,1986,61,37
IV/a,S1,1995,58,28
IV/a,S1,1994,52,29
IV/a,S1,1992,60,31
IV/a,S1,1998,52,25
IV/a,S1,1994,59,29
IV/a,S1,1990,55,33
IV/a,S1,1987,59,36
IV/a,S1,2005,52,18
IV/a,S1,1997,57,26
IV/a,S1,2005,53,18
IV/a,S1,1989,56,34
IV/a,S1,1995,55,28
IV/a,S1,1997,55,26
IV/a,S1,1998,56,25
IV/a,S1,1998,55,25
IV/a,S1,1999,52,24
IV/a,S1,1995,59,28
IV/a,S1,1998,54,25
IV/a,S1,1997,55,26
IV/a,S1,1998,55,25
IV/a,S1,1997,55,26
IV/a,S1,1998,55,25
IV/a,S1,1998,50,25
IV/a,S1,1998,59,25
IV/a,S1,1994,58,29
IV/a,S2,2007,47,16
IV/a,S1,2007,55,16
IV/a,S1,2006,49,17
IV/a,S1,1998,54,25
IV/a,S1,1990,59,33
IV/a,S1,2009,41,14
IV/a,S1,1993,59,30
IV/a,S1,1995,58,28
IV/a,S1,1996,59,27
IV/a,S1,1994,54,29
IV/a,S1,1995,56,28
IV/a,S1,1985,60,38
IV/a,S1,1997,57,26
IV/a,S1,1988,58,35
IV/a,S1,1990,58,33
IV/a,S1,1998,60,25
IV/a,S1,1996,57,27
IV/a,S1,1995,57,28
IV/a,S1,1993,60,30
IV/a,S1,1984,60,39
IV/a,S1,1998,54,25
IV/a,S1,1999,58,24
IV/a,S1,1998,53,25
IV/a,S1,1995,54,28
IV/a,S1,1999,57,24
IV/a,S1,1999,52,24
IV/a,S1,1998,53,25
IV/a,S1,1997,52,26
IV/a,S1,1983,59,40
IV/a,S1,1994,59,29
IV/a,S1,1998,52,25
IV/a,S1,1986,60,37
IV/a,S1,1987,59,36
IV/a,S1,1987,58,36
IV/a,S1,1987,58,36
IV/a,S1,1997,54,26
IV/a,S1,1994,52,29
IV/a,S1,2005,42,18
IV/a,S1,1989,59,34
IV/a,S1,1994,52,29
IV/a,S1,1997,55,26
IV/a,S1,2000,56,23
IV/a,S1,1990,56,33
IV/a,S1,1997,57,26
IV/a,S1,2006,52,17
IV/a,S1,2008,46,15
IV/a,S1,2007,47,16
IV/a,S1,2009,40,14
IV/a,S1,1985,59,38
IV/a,S1,1985,59,38
IV/a,S1,1991,55,32
IV/a,S1,1987,56,36
IV/a,S1,1996,50,27
IV/a,S1,2005,48,18
IV/a,S1,1991,52,32
IV/a,S1,1994,53,29
IV/a,S1,1988,56,35
IV/a,S1,1990,55,33
IV/a,S1,1996,47,27
IV/a,S1,1998,49,25
IV/a,S1,1990,57,33
IV/a,S1,1988,56,35
IV/a,S1,1984,59,39
IV/a,S1,1984,61,39
IV/a,S1,2006,42,17
IV/a,S1,1997,48,26
IV/a,S1,1995,55,28
IV/a,S1,1998,50,25
IV/a,S1,2005,48,18
IV/a,S1,1991,56,32
IV/a,S1,1998,50,25
IV/a,S1,1998,55,25
IV/a,S1,1997,55,26
IV/a,S1,1998,54,25
IV/a,S1,1987,60,36
IV/a,S1,1997,55,26
IV/a,S1,2005,48,18
IV/a,S1,2005,48,18
IV/a,S1,1998,52,25
IV/a,S1,1986,60,37
IV/a,S1,1993,59,30
IV/a,S1,1993,56,30
IV/a,S1,1994,60,29
IV/a,S1,1998,54,25
IV/a,S1,1988,59,35
IV/a,S1,1989,59,34
IV/a,S1,1998,50,25
IV/a,S1,1998,57,25
IV/a,S1,1998,60,25
IV/a,S1,1989,60,34
IV/a,S1,1985,60,38
IV/a,S1,1989,60,34
IV/a,S1,1988,59,35
IV/a,S1,1989,59,34
IV/a,S1,1999,55,24
IV/a,S1,1988,61,35
IV/a,S1,1995,55,28
IV/a,S1,1989,59,34
IV/a,S1,1995,56,28
IV/a,S1,1986,61,37
IV/a,S1,1998,57,25
IV/a,S1,1998,55,25
IV/a,S1,1989,57,34
IV/a,S1,1987,58,36
IV/a,S1,1994,58,29
IV/a,S1,1996,58,27
IV/a,S1,1987,59,36
IV/a,S1,1983,61,40
IV/a,S2,1994,56,29
IV/a,S1,1984,60,39
IV/a,S1,1997,53,26
IV/a,S1,1993,60,30
IV/a,S1,1994,55,29
IV/a,S1,1986,60,37
IV/a,S1,1998,58,25
IV/a,S1,1998,57,25
IV/a,S1,2000,52,23
IV/a,S1,1990,56,33
IV/a,S1,1993,56,30
IV/a,S1,1992,58,31
IV/a,S1,1994,57,29
IV/a,S1,1987,60,36
IV/a,S1,1983,61,40
IV/a,S1,1989,60,34
IV/a,S1,1995,58,28
IV/a,S1,1998,57,25
IV/a,S1,1993,59,30
IV/a,S1,1998,53,25
IV/a,S1,1994,53,29
IV/a,S1,1994,58,29
IV/a,S1,1994,56,29
IV/a,S1,1993,57,30
IV/a,S1,1992,58,31
IV/a,S1,1998,56,25
IV/a,S1,1991,56,32
IV/a,S1,1993,56,30
IV/a,S1,1991,58,32
IV/a,S1,1989,57,34
IV/a,S2,2006,45,17
IV/a,S1,2007,55,16
IV/a,S1,2005,51,18
IV/a,S1,2005,58,18
IV/a,S1,1998,58,25
IV/a,S1,1998,54,25
IV/a,S1,1987,60,36
IV/a,S1,2006,48,17
IV/a,S1,2000,55,23
IV/a,S1,1986,60,37
IV/a,S1,1998,58,25
IV/a,S1,1989,61,34
IV/a,S1,1993,58,30
IV/a,S1,1987,60,36
IV/a,S1,1990,57,33
IV/a,S1,1995,60,28
IV/a,S1,1989,55,34
IV/a,S1,1997,53,26
IV/a,S1,2005,57,18
IV/a,S1,1994,56,29
IV/a,S1,1991,57,32
IV/a,S1,2006,56,17
IV/a,S1,1997,53,26
IV/a,S1,1998,57,25
IV/a,S1,2006,50,17
IV/a,S1,1989,60,34
IV/a,S1,2000,59,23
IV/a,S1,1997,54,26
IV/a,S1,1995,57,28
IV/a,S1,1997,54,26
IV/a,S1,1991,57,32
IV/a,S1,1987,60,36
IV/a,S1,1998,51,25
IV/a,S2,1989,56,34
IV/a,S1,1994,56,29
IV/a,S1,1994,58,29
IV/a,S1,1991,57,32
IV/a,S1,1993,59,30
IV/a,S1,1994,56,29
IV/a,S1,1988,60,35
IV/a,S1,1994,56,29
IV/a,S1,1994,56,29
IV/a,S1,1993,57,30
IV/a,S1,1994,56,29
IV/a,S1,1994,56,29
IV/a,S1,1994,56,29
IV/a,S1,1994,54,29
IV/a,S1,1994,58,29
IV/a,S1,1994,55,29
IV/a,S1,1994,57,29
IV/a,S1,1993,55,30
IV/a,S1,1994,55,29
IV/a,S1,1994,56,29
IV/a,S1,1994,58,29
IV/a,S1,1994,55,29
IV/a,S1,1993,54,30
IV/a,S1,1993,55,30
IV/a,S1,1994,60,29
IV/a,S1,1994,58,29
IV/a,S1,1994,58,29
IV/a,S1,1994,59,29
IV/a,S1,1994,55,29
IV/a,S1,2006,42,17
IV/a,S1,1990,55,33
IV/a,S1,1998,48,25
IV/a,S1,2006,47,17
IV/a,S1,1998,54,25
IV/a,S1,1998,57,25
IV/a,S1,1991,59,32
IV/a,S1,1988,57,35
IV/a,S1,2005,44,18
IV/a,S2,1999,55,24
IV/a,S1,2006,47,17
IV/a,S1,1987,59,36
IV/a,S1,1994,60,29
IV/a,S1,2005,41,18
IV/a,S1,1986,60,37
IV/a,D3,1986,57,37
IV/a,S1,2006,51,17
IV/a,S1,2007,59,16
IV/a,S1,1994,58,29
IV/a,S1,1991,61,32
IV/a,S1,1994,56,29
IV/a,D3,1993,59,30
IV/a,D3,1999,55,24
IV/a,D3,1991,58,32
IV/a,D3,1997,53,26
IV/a,S1,2000,54,23
IV/a,S2,2000,61,23
IV/a,D3,1992,60,31
IV/a,S1,1992,58,31
IV/a,S1,1988,56,35
IV/a,S1,2006,43,17
IV/a,S1,2005,52,18
IV/a,S1,2011,39,12
IV/a,S1,2011,42,12
IV/a,S1,2007,46,16
IV/a,S2,2009,53,14
IV/a,S1,1993,57,30
IV/a,S1,1988,56,35
IV/a,S2,2009,48,14
IV/a,S1,1988,58,35
IV/a,S1,1997,51,26
IV/a,S1,2009,52,14
IV/a,S1,1999,51,24
IV/a,S1,2011,40,12
IV/a,S1,2010,41,13
IV/a,S1,1993,61,30
IV/a,S1,1998,53,25
IV/a,S1,1986,58,37
IV/a,S1,2005,55,18
IV/a,S1,2005,46,18
IV/a,S1,1993,57,30
IV/a,S1,1984,59,39
IV/a,S1,1988,61,35
IV/a,S1,1989,58,34
IV/a,S1,1993,57,30
IV/a,S1,1984,59,39
IV/a,D3,1983,60,40
IV/a,S1,2005,47,18
IV/a,S1,2005,45,18
IV/a,S1,2005,47,18
IV/a,S1,2005,54,18
IV/a,S1,1983,61,40
IV/a,S1,1987,59,36
IV/a,S1,2007,53,16
IV/a,S1,1987,61,36
IV/a,S1,1991,60,32
IV/a,S1,2005,51,18
IV/a,S1,1988,58,35
IV/a,S1,1991,58,32
IV/a,S1,1993,61,30
IV/a,S1,1991,57,32
IV/a,S1,1992,59,31
IV/a,S1,1996,51,27
IV/a,S1,1994,56,29
IV/a,S1,1993,58,30
IV/a,S1,1994,55,29
IV/a,S1,1994,59,29
IV/a,S1,1993,60,30
IV/a,S1,1991,58,32
IV/a,S1,1991,57,32
IV/a,S1,1992,59,31
IV/a,S1,1988,56,35
IV/a,S1,2007,55,16
IV/a,S1,2000,59,23
IV/a,S1,1999,57,24
IV/a,S1,1997,52,26
IV/a,S1,1998,53,25
IV/a,S1,1997,52,26
IV/a,S1,1999,57,24
IV/a,S1,1989,58,34
IV/a,S1,1990,56,33
IV/a,S1,1998,54,25
IV/a,S1,1998,51,25
IV/a,S1,1998,56,25
IV/a,S1,1999,56,24
IV/a,S1,1998,56,25
IV/a,S1,1997,53,26
IV/a,S1,2006,55,17
IV/a,S1,1986,59,37
IV/a,S1,1999,52,24
IV/a,S1,1989,59,34
IV/a,S1,1991,58,32
IV/a,S1,1993,59,30
IV/a,S1,1991,59,32
IV/a,S1,1991,58,32
IV/a,S1,1992,60,31
IV/a,S1,1990,60,33
IV/a,S1,1996,53,27
IV/a,S1,1991,60,32
IV/a,S1,1991,57,32
IV/a,S1,1988,56,35
IV/a,S1,1994,57,29
IV/a,S1,1993,59,30
IV/a,S1,1991,58,32
IV/a,S1,1994,57,29
IV/a,S1,2000,54,23
IV/a,S1,1992,60,31
IV/a,S1,1991,58,32
IV/a,S1,1981,62,42
IV/a,S1,1987,60,36
IV/a,S1,1983,60,40
IV/a,S1,1987,61,36
IV/a,S1,1999,59,24
IV/a,S1,1987,60,36
IV/a,S1,1984,61,39
IV/a,S1,1996,51,27
IV/a,S1,1993,58,30
IV/a,S1,1998,53,25
IV/a,S1,1998,52,25
IV/a,S1,1994,57,29
IV/a,S1,1992,60,31
IV/a,S1,1997,54,26
IV/a,S1,1985,60,38
IV/a,S1,1997,56,26
IV/a,S1,1998,57,25
IV/a,S1,1995,60,28
IV/a,S1,1997,55,26
IV/a,S1,1998,50,25
IV/a,S1,1995,56,28
IV/a,S1,1988,57,35
IV/a,S1,1994,55,29
IV/a,S1,2005,56,18
IV/a,S1,2005,44,18
IV/a,S1,2005,58,18
IV/a,S1,2005,45,18
IV/a,S1,2005,58,18
IV/a,S1,1998,57,25
IV/a,S1,1989,61,34
IV/a,S1,1983,60,40
IV/a,S1,1986,60,37
IV/a,S1,1984,60,39
IV/a,S1,1989,59,34
IV/a,S1,1985,59,38
IV/a,S1,1989,59,34
IV/a,S1,2008,48,15
IV/a,S1,2007,57,16
IV/a,S1,2008,48,15
IV/a,S1,1994,56,29
III/d,S1,2008,61,15
III/d,S1,2007,53,16
III/d,S1,2007,55,16
III/d,S1,2008,57,15
III/d,S1,1998,52,25
III/d,S2,2006,52,17
III/d,S1,2009,43,14
III/d,S1,2010,43,13
III/d,D3,1994,59,29
III/d,D3,1993,57,30
III/d,D3,1991,53,32
III/d,S1,2009,42,14
III/d,S1,2005,55,18
III/d,S1,2005,55,18
III/d,S1,2005,53,18
III/d,S1,2005,53,18
III/d,S1,2010,47,13
III/d,S1,2008,57,15
III/d,S1,2011,45,12
III/d,S1,2009,38,14
III/d,S1,2009,40,14
III/d,S1,2011,37,12
III/d,S1,2006,48,17
III/d,S1,1992,54,31
III/d,S1,2011,45,12
III/d,S1,2005,44,18
III/d,S1,1996,49,27
III/d,S1,2007,46,16
III/d,S1,2005,47,18
III/d,S1,1995,48,28
III/d,S1,2009,47,14
III/d,S1,2007,53,16
III/d,S1,2007,53,16
III/d,S1,2007,54,16
III/d,S1,2006,53,17
III/d,S1,2007,54,16
III/d,S1,1999,54,24
III/d,S1,2009,41,14
III/d,S1,1986,59,37
III/d,S1,2010,43,13
III/d,S1,2008,54,15
III/d,S1,2008,52,15
III/d,S2,2005,56,18
III/d,S1,2008,53,15
III/d,S1,2008,53,15
III/d,S1,2008,55,15
III/d,S1,2008,52,15
III/d,S1,1995,49,28
III/d,S1,2014,47,9
III/d,S1,2010,40,13
III/d,S1,2010,46,13
III/d,S1,2014,45,9
III/d,S1,2005,53,18
III/d,D3,1994,51,29
III/d,S1,2000,56,23
III/d,S1,2005,56,18
III/d,S1,2005,50,18
III/d,S1,2008,51,15
III/d,S1,2005,55,18
III/d,S1,2005,55,18
III/d,S1,2005,43,18
III/d,S1,2002,58,21
III/d,S1,1993,59,30
III/d,S1,2008,54,15
III/d,S1,2007,53,16
III/d,S1,2006,56,17
III/d,S1,2010,37,13
III/d,S1,2009,39,14
III/d,S1,1999,53,24
III/d,S2,2006,48,17
III/d,S1,2009,39,14
III/d,S1,2007,50,16
III/d,S1,2009,53,14
III/d,S1,2011,40,12
III/d,S1,2008,47,15
III/d,S1,2007,52,16
III/d,S1,2005,53,18
III/d,S1,2006,57,17
III/d,S1,2006,57,17
III/d,S1,2008,53,15
III/d,S1,2006,55,17
III/d,S1,2006,58,17
III/d,S1,2007,53,16
III/d,S1,2007,52,16
III/d,S1,2002,54,21
III/d,S1,2006,55,17
III/d,S1,2008,43,15
III/d,S1,2006,55,17
III/d,S1,2006,55,17
III/d,S1,2006,55,17
III/d,S1,2007,55,16
III/d,S1,2007,51,16
III/d,S1,2006,51,17
III/d,S1,2005,49,18
III/d,S1,2006,58,17
III/d,S1,2006,42,17
III/d,S1,2008,53,15
III/d,S1,2007,51,16
III/d,S1,2007,55,16
III/d,S1,2007,54,16
III/d,S1,2005,52,18
III/d,S1,2007,54,16
III/d,S1,2007,54,16
III/d,S1,2007,54,16
III/d,S1,1994,57,29
III/d,S1,2008,59,15
III/d,S1,2009,48,14
III/d,S1,2008,54,15
III/d,S1,1992,57,31
III/d,S1,2008,54,15
III/d,S1,1988,56,35
III/d,S1,1989,56,34
III/d,D3,1988,55,35
III/d,D3,1990,53,33
III/d,D3,1989,55,34
III/d,D3,1988,56,35
III/d,D3,1986,59,37
III/d,D3,1987,56,36
III/d,D3,1985,58,38
III/d,D3,1989,58,34
III/d,D3,1989,54,34
III/d,D3,1991,58,32
III/d,D3,1988,57,35
III/d,D3,1989,58,34
III/d,D3,1985,59,38
III/d,D3,1989,56,34
III/d,D3,1985,59,38
III/d,D3,1990,56,33
III/d,D3,1991,57,32
III/d,D3,1991,54,32
III/d,D3,1989,56,34
III/d,D3,1989,54,34
III/d,D3,1994,56,29
III/d,D3,1988,57,35
III/d,D3,1993,51,30
III/d,D3,1992,51,31
III/d,D3,1986,58,37
III/d,D3,1991,57,32
III/d,D3,1988,58,35
III/d,D3,1991,53,32
III/d,D3,1989,55,34
III/d,D3,1991,52,32
III/d,S1,1986,57,37
III/d,S1,2006,45,17
III/d,S1,2009,42,14
III/d,S1,2009,41,14
III/d,S1,2008,52,15
III/d,S1,2008,57,15
III/d,S1,2009,46,14
III/d,S1,2009,42,14
III/d,S1,2010,43,13
III/d,S1,2006,40,17
III/d,S1,2010,47,13
III/d,S1,2008,56,15
III/d,S1,2007,45,16
III/d,S1,2008,54,15
III/d,S1,2008,55,15
III/d,S1,2008,56,15
III/d,S1,2011,41,12
III/d,D3,1994,57,29
III/d,S1,1994,57,29
III/d,D3,1994,50,29
III/d,D3,1996,49,27
III/d,D3,1994,51,29
III/d,D3,1991,56,32
III/d,D3,1994,60,29
III/d,D3,1988,55,35
III/d,D3,1983,61,40
III/d,D3,1994,60,29
III/d,D3,1999,53,24
III/d,D3,2006,44,17
III/d,D3,2006,45,17
III/d,D3,1989,57,34
III/d,D3,2006,47,17
III/d,D3,1994,49,29
III/d,D3,2005,44,18
III/d,S1,2005,45,18
III/d,D3,1987,58,36
III/d,D3,2005,40,18
III/d,S1,2005,44,18
III/d,D3,2005,43,18
III/d,D3,2005,44,18
III/d,D3,2005,41,18
III/d,D3,1994,54,29
III/d,D3,2005,41,18
III/d,D3,1997,46,26
III/d,D3,1997,47,26
III/d,S1,1998,45,25
III/d,D3,2005,43,18
III/d,S1,2006,44,17
III/d,D3,2005,41,18
III/d,D3,1994,54,29
III/d,S1,2006,43,17
III/d,D3,2005,40,18
III/d,D3,1992,52,31
III/d,D3,1987,58,36
III/d,S1,2005,47,18
III/d,S1,2010,36,13
III/d,S1,1988,57,35
III/d,S1,1996,55,27
III/d,S1,2007,53,16
III/d,S1,2005,56,18
III/d,S1,2005,53,18
III/d,S1,2007,55,16
III/d,S1,2007,52,16
III/d,S1,2007,54,16
III/d,S1,2007,54,16
III/d,S1,2007,55,16
III/d,S1,2007,54,16
III/d,S1,2007,55,16
III/d,S1,2005,57,18
III/d,S1,2006,42,17
III/d,S1,2006,38,17
III/d,S1,2005,54,18
III/d,S1,2005,49,18
III/d,S1,2005,58,18
III/d,S1,2007,54,16
III/d,S1,1992,58,31
III/d,S1,1993,57,30
III/d,S1,2006,39,17
III/d,S1,2000,52,23
III/d,S2,2009,42,14
III/d,S1,2010,47,13
III/d,S1,2006,40,17
III/d,S1,1997,45,26
III/d,S1,2008,51,15
III/d,S1,2007,49,16
III/d,S1,2005,47,18
III/d,D3,1995,53,28
III/d,D3,1995,52,28
III/d,D3,2000,47,23
III/d,D3,2005,42,18
III/d,D3,2006,41,17
III/d,D3,2005,48,18
III/d,D3,2005,43,18
III/d,S1,2005,42,18
III/d,D3,1997,45,26
III/d,D3,1991,53,32
III/d,D3,1996,47,27
III/d,D3,1991,58,32
III/d,D3,1993,56,30
III/d,D3,1991,58,32
III/d,D3,1996,50,27
III/d,D3,1993,50,30
III/d,D3,2005,39,18
III/d,D3,1991,54,32
III/d,D3,1993,50,30
III/d,D3,1992,52,31
III/d,D3,1987,56,36
III/d,D3,1993,51,30
III/d,D3,1994,48,29
III/d,D3,1991,52,32
III/d,D3,1992,51,31
III/d,D3,1993,50,30
III/d,D3,1991,52,32
III/d,D3,1992,51,31
III/d,D3,1990,57,33
III/d,D3,1991,53,32
III/d,D3,1989,53,34
III/d,D3,1991,53,32
III/d,D3,1993,50,30
III/d,D3,1993,50,30
III/d,D3,1992,51,31
III/d,D3,1993,51,30
III/d,D3,1993,49,30
III/d,D3,1992,51,31
III/d,D3,1992,51,31
III/d,D3,1990,54,33
III/d,D3,1994,52,29
III/d,D3,1989,55,34
III/d,D3,1993,50,30
III/d,D3,1995,51,28
III/d,D3,1994,58,29
III/d,D3,1992,53,31
III/d,D3,1993,50,30
III/d,D3,1993,49,30
III/d,D3,1993,50,30
III/d,D3,2005,41,18
III/d,D3,1993,52,30
III/d,D3,1990,54,33
III/d,D3,1993,53,30
III/d,D3,1994,52,29
III/d,D3,1991,54,32
III/d,D3,1988,57,35
III/d,D3,1994,49,29
III/d,D3,1994,53,29
III/d,S1,2006,46,17
III/d,S1,2006,42,17
III/d,D3,2006,44,17
III/d,D3,1998,47,25
III/d,D3,2006,42,17
III/d,D3,2006,41,17
III/d,S1,2000,46,23
III/d,D3,1995,48,28
III/d,D3,2006,40,17
III/d,S1,2006,49,17
III/d,D3,1996,47,27
III/d,D3,2006,51,17
III/d,D3,1989,56,34
III/d,S1,1990,54,33
III/d,D3,1991,56,32
III/d,S1,2011,37,12
III/d,S1,2007,50,16
III/d,S1,2008,58,15
III/d,S1,2007,58,16
III/d,S1,2006,46,17
III/d,S1,2006,56,17
III/d,S1,2006,53,17
III/d,S2,2011,36,12
III/d,S1,2006,54,17
III/d,S1,2008,54,15
III/d,S1,2008,53,15
III/d,S1,1991,58,32
III/d,D3,1992,55,31
III/d,S1,2007,57,16
III/d,S1,2007,51,16
III/d,S1,2007,53,16
III/d,S1,2007,56,16
III/d,S1,2008,52,15
III/d,S1,2008,55,15
III/d,S1,2005,50,18
III/d,S1,2008,45,15
III/d,S1,2007,52,16
III/d,S1,2007,55,16
III/d,S1,2007,49,16
III/d,S1,2007,50,16
III/d,S1,2007,52,16
III/d,S1,2006,58,17
III/d,S1,2008,49,15
III/d,S1,2008,51,15
III/d,S1,2008,53,15
III/d,S1,2006,57,17
III/d,S1,2006,42,17
III/d,S1,2006,44,17
III/d,S1,2010,39,13
III/d,S1,2006,43,17
III/d,S1,2008,53,15
III/d,S1,2006,42,17
III/d,S1,2006,44,17
III/d,S1,1992,58,31
III/d,S1,2009,40,14
III/d,S1,2010,47,13
III/d,S1,2010,36,13
III/d,S1,2009,44,14
III/d,S1,2009,44,14
III/d,S2,2006,41,17
III/d,S2,2010,38,13
III/d,S1,2008,52,15
III/d,S1,2010,51,13
III/d,S1,2010,43,13
III/d,S1,2010,40,13
III/d,S1,2011,40,12
III/d,S1,2010,41,13
III/d,S1,2010,47,13
III/d,S1,2010,43,13
III/d,S1,2010,53,13
III/d,S2,2011,38,12
III/d,S1,1990,53,33
III/d,S1,2007,56,16
III/d,S1,2007,52,16
III/d,S2,2007,49,16
III/d,S1,2006,47,17
III/d,S1,2005,48,18
III/d,S1,2006,48,17
III/d,S1,2007,47,16
III/d,S1,2006,48,17
III/d,S1,2005,48,18
III/d,S1,2008,45,15
III/d,S1,2008,58,15
III/d,S1,1994,53,29
III/d,S1,1995,53,28
III/d,S1,2010,44,13
III/d,S1,2006,50,17
III/d,S1,2010,36,13
III/d,S1,2006,40,17
III/d,S1,2005,43,18
III/d,S1,1988,58,35
III/d,S1,2006,47,17
III/d,S1,2005,45,18
III/d,S1,2006,46,17
III/d,S1,2006,47,17
III/d,S1,2005,41,18
III/d,S1,2005,43,18
III/d,S1,2006,46,17
III/d,S1,1989,55,34
III/d,S1,1995,52,28
III/d,S1,2010,38,13
III/d,S1,2006,44,17
III/d,S1,1993,54,30
III/d,S1,2006,45,17
III/d,S1,2006,40,17
III/d,S1,1993,54,30
III/d,S1,2006,41,17
III/d,S1,2005,53,18
III/d,S1,2008,49,15
III/d,S1,2010,46,13
III/d,S1,2006,43,17
III/d,S1,2006,45,17
III/d,S1,2006,49,17
III/d,S1,2008,54,15
III/d,S1,2008,53,15
III/d,S1,1994,54,29
III/d,S1,2008,52,15
III/d,S1,1999,50,24
III/d,S1,2005,55,18
III/d,S1,2005,53,18
III/d,S1,2005,56,18
III/d,S1,2008,53,15
III/d,S1,2008,52,15
III/d,S1,1990,60,33
III/d,S1,1994,56,29
III/d,S1,2005,53,18
III/d,S1,2008,53,15
III/d,S1,2007,48,16
III/d,S1,2003,50,20
III/d,S1,2008,56,15
III/d,S1,2008,52,15
III/d,S1,2008,53,15
III/d,S1,2007,48,16
III/d,S1,2007,55,16
III/d,S1,2007,52,16
III/d,S1,2008,46,15
III/d,S1,1999,45,24
III/d,S1,2008,58,15
III/d,S1,1994,59,29
III/d,S1,1994,56,29
III/d,S1,1994,58,29
III/d,S1,1994,56,29
III/d,S1,1993,55,30
III/d,S1,1994,56,29
III/d,S1,1994,57,29
III/d,S1,1991,57,32
III/d,S1,1989,54,34
III/d,S1,2010,35,13
III/d,S1,1989,56,34
III/d,S1,1988,57,35
III/d,S1,1994,53,29
III/d,S1,2011,44,12
III/d,S1,2005,47,18
III/d,S1,1997,53,26
III/d,S1,2010,41,13
III/c,D3,2006,46,17
III/c,D3,2006,44,17
III/c,D3,2006,48,17
III/c,D3,2008,42,15
III/c,D3,2006,43,17
III/c,D3,2006,44,17
III/c,D3,2006,44,17
III/c,D3,2006,45,17
III/c,D3,2006,47,17
III/c,D3,2006,42,17
III/c,D3,2006,39,17
III/c,D3,2005,41,18
III/c,D3,2006,44,17
III/c,D3,2006,40,17
III/c,D3,1993,50,30
III/c,D3,2006,42,17
III/c,D3,1991,55,32
III/c,D3,2006,43,17
III/c,D3,2000,47,23
III/c,D3,2006,41,17
III/c,D3,2006,49,17
III/c,D3,2006,48,17
III/c,D3,1998,44,25
III/c,S1,2011,47,12
III/c,S1,2006,51,17
III/c,S1,2009,43,14
III/c,S1,2011,39,12
III/c,S1,2014,46,9
III/c,S1,2007,59,16
III/c,S1,2007,50,16
III/c,S1,2006,53,17
III/c,S1,2008,53,15
III/c,S1,2008,42,15
III/c,S1,2008,56,15
III/c,S1,2009,43,14
III/c,S1,2010,38,13
III/c,S1,2008,52,15
III/c,S1,2000,53,23
III/c,S1,2011,50,12
III/c,D3,2007,42,16
III/c,D3,2007,42,16
III/c,S1,2014,42,9
III/c,S1,2008,52,15
III/c,S1,2007,55,16
III/c,S1,2007,51,16
III/c,S1,2006,57,17
III/c,S1,2008,45,15
III/c,S1,2009,43,14
III/c,S1,2009,39,14
III/c,S1,2009,42,14
III/c,S1,2008,44,15
III/c,S1,2008,48,15
III/c,S1,2010,40,13
III/c,S1,2010,36,13
III/c,S1,2010,47,13
III/c,S1,2011,43,12
III/c,S1,2010,36,13
III/c,S1,2011,36,12
III/c,S1,2010,39,13
III/c,S1,2011,39,12
III/c,S1,2010,46,13
III/c,S1,2010,45,13
III/c,S1,2006,41,17
III/c,S1,2011,39,12
III/c,S1,2010,47,13
III/c,S1,2006,41,17
